,fleet,problem_log,corrective_action,delay_code,station_delay_minutes,d&c_category,ata4_code,ata4_desc
30078,B757-222,CAPTS SEAT CUSHION BOTTOM WORN AND LEG BOLSTERS LOOSE,INSP AND FOUND TO BE ACCEPTABLE,TP,1,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
30079,B757-222,4L JUMPSEAT STICKS IN UPRIGHT POSITION DIFFICULT TO USE,REPLACED COVER ASSY.,TA,9,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30080,B757-222,FLIGHT ATTENDANT JUMP SEAT AT DOOR 2L PADDING IS WORN OUT. SEATCUSHION NEEDS REPLACING.,NO DEFECTS NOTED. OK FOR SERVICE.,TM,18,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30133,B757-222,SEAT 2E NEW SEAT COVER SPILLED ON SEAT,REPLACED CUSHION,TL,18,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30134,B757-222,SIDEWALL LIGHT FASTENER AT 1EF LOOSE.,SECURED FASTENERADD EMP:85904,TL,16,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30135,B757-222,AFT CARGO PIT LH SIDE LINNING PANEL EDGE WHERE IT MEET THE FLOOR DAMAGED. APPROXI 5 FT IN LENGTH BET STA 1360-1420.,R&R PANEL.,TF,46,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30136,B757-222,24D OVERHEAD BIN WONT LATCH,REMOVED AND REPLACED BRACKET,TF,38,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30137,B757-222,DOOOR 2R ARMING INDICATION LIGHT INOP,REPLACED DOOR #2R GIRT BAR PROXIMITY SWITCHEOPS NORMAL PER AMM 25-66-11ADD EMP:U079807,TF,52,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30139,B757-222,AED KIT SEAL MISSING. BY- 248114, :REMOVED AND REPLACED AED KIT AS REQUIRED.,TA,15,Delay 6-15mins,2520,PASSENGER COMPARTMENT
30140,B757-222,19MAR EWR DF -T :SEAT CONSIDERED INOP DUE TO SEAT RECLINE INOP ELECTRICALLY. REF DF80. OPBLM REMIASZ BY- 62514, :COMPLIED WITH MEL SEAT NO T USABLE.,TF,20,Delay>15mins,2520,PASSENGER COMPARTMENT
30141,B757-222,DOOR 1R LANYARD FOR SURVIVAL KIT ON SLIDE HAS BEEN UNRAVELED BY- 008563, :REPACKED LANYARD PER AMM 25-66-00 WPB U114806,TL,22,Delay>15mins,2520,PASSENGER COMPARTMENT
30142,B757-222,24MAR EWR DF -T :IN REF TO LOG 2 SEAT 7A RECLINE ELECTRICAL LY INOP. MANUALLLY OK. SEAT CONSIDERED INOP & DO NOT OCCUPY BY- 75664, :IN REF TO DF83. SEAT CONS IDERED INOP & DO NOT OCCUPY PLACARD INSTALLED.,TF,28,Delay>15mins,2520,PASSENGER COMPARTMENT
30146,B757-222,4L ARM LIGHT NOTILLUMINATING, :CLEAN DEBRIS FROM GIRT SW ITCH AREA,TL,30,Delay>15mins,2560,EMERGENCY EQUIPMENT   
30147,B757-222,DURING OPERATION OF DOOR 1R SLIDE INADVERT ENTLY DEPLOYED. BY- 10994," :R&R DOOR 1R ESCAPE SLIDE UP TO STEP 3,E,13. REF AMM 25-66-01.",TA,0,Cancellation,2560,EMERGENCY EQUIPMENT   
30219,B757-222,OVERHEAD BIN LATCH AT ROW 26DEF BROKEN.NEED MEL.,REPLACED LATCHADD EMP:U187446,TF,17,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30220,B757-222,MISSING HAND CUFFS,REPLACED HANDCUFFS,TF,17,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30221,B757-222,"DUE TO SEAT 1E NOT ABLE TO FULLY RETRACT, SEAT 1F IS TO BE CONSIDERED INOP AND MAY NOT BE OCCUPIED UNTIL SEAT 1E IS FIXED.",WORK ACCOMPLISHED ON LOG #3279502 THIS CLEARS DEFERRAL.,TF,6,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30222,B757-222,COFFEE MAKER 106 LEAKING,"RESET COFFEE MAKER, PURGED AIR FROM SYS, OP CK OK.ADD EMP:166247",TL,7,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30223,B757-222,SEAT CUSHION 25B WET AND NEEDS REPLACED,REPLACED SEAT CUSHION COVER AT 25B.,TA,28,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30224,B757-222,SEAT 4B SEAT COVER SOI LED,REPLACED COVER.,TL,12,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30225,B757-222,DOOR 4L PLASTIC COVER BROKEN AND WIRING EXPOSE  AT BOTTOM FWD POSITION,REPAIRED DOOR SLIDE PROX SENSOR COVER. NO LOOSE WIRES OR EXPOSEWIRES.ADD EMP:U085053 U037887,TA,16,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30226,B757-222,SEAT 7A RECLINE STUCK IN THE EXTENDED POSITION,REROUTED AND SECURED MANUAL RELEASE CABLEADD EMP:U074070,TF,9,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30227,B757-222,RAMP REPORTED FORWARD CARGO PIT NESTING SYSTEM INOP.,"REMOVED AND REPLACED FWD CARGO BAGGAGE LOADING SYTEM ROTARY ACTIAW AMM 25-51-01 OPS CHECK GOOD PLACARD REMOVEDROTABLE PARTS CHANGE WAS INDICATED - TT # 1612652  SN OFF 1051IPC REFERENCE #ACTUATOR, ROTAR  OFF 75-2551-9-9003 1051 ON 75-2551-9-9003 0728",TF,161,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30228,B757-222,ELECTRIC BURNING SMELL NEAR OVERWING EXIT. DISS IPATED RAPIDLY.TOMC/DIS P ADVISED,"INSPECTED PER AMM 05-51-56  FILLED OUT FORM 46.6020 FOUND REPORTED  ELECTICAL SMELL LOCATION LEFT SIDE ROW 21-23,REPORT FROM LEAD FLIGHT ATTENDANT WAS LESS THAN 30 SEC( REFER TO QUESTIONAIRE CHECKED SIDEWALL LIGHTS,OVERHEAD LIGHTS,READING LIGHTS,EMERGENCYLIGHTS ,LIGHTS OK.. CHECKED  UNDER SEATS ( POWER SYSTEM ) NO DEFECTS NOTED ALL COMPONENTS OK..FAXED FORM 46.6020 TO TOMC  ....FOUND EMERGENCY EXIT LEFT SIDE SIDE WALL LIGHTS BLACK AT THE END(NOTE STILL ILLUMATED) REPLACED LH E-EXIT SIDE WALL LIGHTS PER AMM33-21-30   CONCURED WITH TOMC AND PER AMM 5-51-56 OK FOR ISSUANCE OF FLIGHT RELEASEADD EMP:U108800",TA,22,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30229,B757-222,FA HANDED PILO A PIECE OF TRIM FROM CABIN UNKNOWN ITEM,ITEM CLOSED OUT. SEE LP 3470594,TF,11,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30230,B757-222,"BEFORE EACH FLIGHT, COMPLY WITH REQUIREMENTS AS CONTAINED IN LOG PAGE NUMBER 3470594",ACCOMPLISHED PER EC/RA 2520-07060 INTERIM REPAIR SECURE.,TF,20,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30231,B757-222,DOOR 4L PIECE ON BOTTOM OF DOOR CAME OFF,SECURED PLASTIC COVER.,TA,53,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30232,B757-222,COFFEE MAKER 106 IN FORWARD GALLEY WILL NOT BREW.,"ENTERED WRONG SIGN OFF, SIGN OFF CORECTION. OPERATIONAL CHECKS GOOD OF FWD IB COFFEE MAKER PER AMM 25-32-96.",TF,18,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30233,B757-222,SEAT 37B IFE SCREEN IS UNRESPONSIVE.,RESET IFA SYSTEM,TA,11,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30311,B757-222,CAPTAINS RUDDER PEDEL ADJUSTMENT LEVER NOT LOCKING,ADJUSTED & RUDDER PEDAL LOCKED OKADD EMP:U09831,TA,12,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30312,B757-222,PASSENGER IN SEAT 2B DROPPED A PERSONAL ITEM INTO THE SEAT. NEEDS IT RECOVERED.,RECOVERED CUSTOMERS PERSONAL BELONGINGS AND RETURNED SEAT TO SVC,TL,34,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30313,B757-222,REMOTE CONTROL STUCK IN COMPARTMENT SEAT 1C,UNSTUCK HANDSET,TL,9,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30314,B757-222,ROW 35 AIR VENT STUCK OPEN,"SECURED LOOSE VENT, REMOVED ALL CLEAR TAPE",TF,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30315,B757-222,SEAT 6E POWER OUTLET INOP,OIL SERVICE ACCOMPLISHED AT EWR FOR FLT 0779 ON 08 NOV 23:50:07ENGINE 1: 02 ADDED   BY U007741ENGINE 2: 01 ADDED   BY U007741ENGINE 3:ENGINE 4:     APU:,TL,4,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
30316,B757-222,LOCK FAIL LIGHT FOR DOOR  INOP,"RELAMPED, OPS CKS NORMALADD EMP:143055",TA,16,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30317,B757-222,3F REMOTE INOP,OIL SERVICE ACCOMPLISHED AT SFO FOR FLT 0936 ON 10 DEC 23:34:20ENGINE 1: 01 ADDED   BY U139310ENGINE 2: 01 ADDED   BY U139310ENGINE 3:ENGINE 4:     APU: 00 CHECKED BY U139310,TL,9,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30318,B757-222,CAPT SEAT ADJUST SPRING MECHANISM IS BROKEN,INSPECTION C/W OF R&R CAPTIN SEAT IN REFF TO AMM 25-11-01-000-801. OPS CHECK NORMAL.,TA,56,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30319,B757-222,SEAT..1A WONT..RECLINE,"CLEANED DEBRIE FROM TRACK AND RECALIBRATED SEAT 1A, OPS CK GOOD. MEL REMOVED.",TF,11,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30320,B757-222,23JUN EWR DF -T :SEAT 3B USB OUTLET INOP., :CAN NOT BE COMPLY DUE PAR TS NIS. ¬24JUN SFO INF- :NEXT STATION IF UNABLE TO FIX PLEASE SHARE PART NUMBERS WITH EVERYONE. TOMC CREED,TF,9,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30321,B757-222,WET SEAT CUSION AT 36F,SEAT BOTTOM REPLACED.,TL,21,Delay>15mins,2520,PASSENGER COMPARTMENT
30391,B757-222,SEAT 6E WILL NOT COME UPRIGHT,"PIN FOR BACKREST WAS JAMBED IN TRACK. SECURED PIN IN PROPER LOCATION, SEAT OPS CKD GOODADD EMP:U109322",TF,28,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30392,B757-222,SEAT 9E RECLINE INOP,ASSEMBLE SEAT 6E AS PER R2 25-26-73. OPS CHECK NORMAL.ADD EMP:U187446,TF,40,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30393,B757-222,SEAT 3F RECLINE DOES NOT  WORK. HAVE TO MANUALLY RAISE AND LOWER.,"REPAIRED RECLINE ACTUATOR CONNECTION, OPS CHECK GOOD.",TA,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30394,B757-222,7B SEAT WILL NOT GO UP,RESET ECB CB & OPS OKADD EMP:U142578,TL,16,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30395,B757-222,FIRST OBSERVER AUDIO SELECTOR PANEL INOP,"REPLACED 1ST OBS AUDIO SEL PNL & GND CHKD OKADD EMP:U109322ROTABLE PARTS CHANGE WAS INDICATED - TT # 1459734  SN OFF 0683IPC REFERENCE # 23-51-01-05PANEL, AUDIO SE  OFF 76-2351-9-9001 0682 ON 76-2351-9-9001 0246",TA,33,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30396,B757-222,HEADREST SEAT 3E BROKEN,"INSTALLED NEW HEADREST,OP'S CK NORMAL",TA,18,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30397,B757-222,REPORTED BY CATERING SERVICE.LOWER FWD PROX SWITCH COVER AT DOOR 1R MISSING,REPLACED PROX SW COVER ASSY PER AMM 25-66-11 AND IPC 25-66-11.ADD EMP:U101062,TA,189,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30398,B757-222,SEAL AROUND LIFE RAFT BETWEENLAVS AT 4L BROKEN,REPLACED SEAL AT DOOR 4 OVERHEAD STORAGE COMP.ADD EMP:U143459,TA,11,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30399,B757-222,SEAT 7A DOES NOT LIE FLA T,FOUND SEAT PAN SHROUD BENT.  REPLACED SEAT PAN SHROUD RH AND OPS CHECK GOOD.ADD EMP:U121114,TF,17,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30400,B757-222,COVER LOOSE 20A EXIT,REPLACED COVERADD EMP:U0101062,TP,43,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30401,B757-222,SEAT 7A DOES NOT COME UPRIGHT ELECTRICALLY,"FOUND LOOSE CONNECTION RESECURED AND CALIBRATED SEAT,OK TO CONTINUE",TF,21,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30402,B757-222,AC OUTLET IN COCKPIT APPEARS TO BE  INCORRECT RECEPTACLE,CORRECT OUTLET INSTALLED PER SSM 25-29-01 PG 102 AND PER IPC 25-29-51-01 IT 685 P/N 7487. OK TO CONTINUE NO DEFECTS NOTED AT THIS TIME.,TP,44,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30454,B757-222,30E TRAY TABLE DETATCHED,REPAIRED 35E TRAY TABLE. 30E WAS AN ERROR.,TL,3,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
30455,B757-222,FWD LAV  PANEL R SIDE ABOVE TOILET WONT STAY CLOSED,SECURED PANELADD EMP:U109322,TA,26,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30456,B757-222,PANNEL IN FIRST CLASS LE FT SIDE NEAR OVHD BIN F ELL  OFF.NEEDSREPAIR.,PANNEL REINSTALLED AND SECURED,TA,45,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30457,B757-222,4F LOWER PANEL MISSING,RE-SECURED PNL,TA,29,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30458,B757-222,AFT EMK OPEN MISSING STETHOSCOPE,REMOVED AND REPLACED EEMK KIT AND RESUSITATOR KITADD EMP:U141999 U180545,TA,9,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30459,B757-222,IN FWD LAV THE UPPER  RIGHT PAPER TOWEL DISPENSER WILL NOT STAYCLOSED,"DISCREPANT PART WAS MISSING 3EA INSERTS, 3EA INSERTS WERE INSTALLED ABILING PAPER TOWEL DISPENSER TO STAY CLOSED WHEN CLOSEDINSP BY QC 18ADD EMP:V892635",TF,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30460,B757-222,COCKPIT SAFETY BARRIER DIFFICULT TO STOW,"RPL'D SECONDARY BARRIER WITH CORRECT EFFECTIVITYADD EMP:U266753ROTABLE PARTS CHANGE WAS INDICATED - TT # 1445869  SN OFF 9016BARRIER, AY.*DO  OFF 75-2524-9-9001 9016 ON 75-2524-9-9001 0014",TF,7,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30461,B757-222,DOOR 4R WONT ARM.,CLEANED SWITCH OP CK NORMAL SLIDE LAMP AT DOOR 4R,TF,60,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30462,B757-222,SLIDE LIGHT IS ON DOOR IS  DISARMED,REPOSITION TERMINALS ON LIGHT,TF,52,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30463,B757-222,SEAT 1F WILL NOT RECLINE.,RECALIBRATED SEAT OPS CK GOOD,TF,64,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30464,B757-222,FIRST CLASS DOOR LATCH STUCK,ADJUSTED AND SECURED LATCH.,TF,43,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30465,B757-222,DOOR  1L F/A JUMPSEAT LIFEVEST COMPARTMENT LATCHES TAPED OVER- APPARENTLY INOP.,REPLACED 1L F/A JUMPSEAT LIFEVEST COMPARTMENT DOORREF AMM 25-25-02  OPS CHECK GOOD,TF,17,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30546,B757-222,ELEC OUTLET AT 7F INOP,RESET SYSTEM OP CHECK GOOD.,TF,1,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
30547,B757-222,38C NEEDS A SEAT CUSHION,REPLACE CUSHION & COVERADD EMP:U268749,TA,5,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
30548,B757-222,SLIDE LT AT DOOR 4R IS NOT ILLUMINATED WITH THE DOOR ARMED,"SHOULD READ SLIDE LIGHT AT 4L. RELAMPED, LIGHT OPS CKD GOODADD EMP:U085383",TL,23,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30549,B757-222,SEAT 37E BROKEN TRAY   TABLE,RESECURED MISSING TRAY TABLE SCREW AT SEAT 37 F,TA,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30550,B757-222,SEAT 30F IS WET A DRINK WAS SPILLED ON IT,REPLACED CUSHION AND COVERADD EMP:U126266,TA,6,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30551,B757-222,FLUID STREAMING FROM UNDER ACFT AFT OF AFT CARGO BIN. REPEAT WRTUP,REMOVED AND REPLACED GALLEY DRAIN LINE PER IPC 25-31-00,TA,87,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30552,B757-222,SEAT 4B INOP,"PLACED SEAT 4B IN NORMAL CONFIG. OPS CK GOOD, NO MX REQUIRED.",TF,29,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30621,B757-300,METAL PROTRDING FROM SEAT33C,REMOVED EXPOSED MEATL ON SEAT AS REQUIRED,TF,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30622,B757-300,HEADREST AT 36C BROKEN.,"REOLACED MISSING GUIDE CHANNEL, INSTALLED HEADREST. OPS NORMAL.",TF,18,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30623,B757-300,38C ARMREST CAME OFF,REINSTALLED TRIM AT SEAT 38C AC OK TO CONTINUE,TL,10,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30624,B757-300,PAX SEAT25C HAS BROKEN S,ADJUSTED SEAT RECLINE  CABLE OPS CHECK GOOD.ADD EMP:U533729,TF,9,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30625,B757-300,18E WILL NOT REMAIN UPRIGHT,SEAT SECURED UPRIGHT,TF,34,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30626,B757-300,SEAT 21D SEAT RECLINE BUTTON IS PUSHED IN AND HANGING BY THE SPRING INSIDE THE ARMREST,REPLACED RECLINE CONTROL BUTTON ON SEAT 21D. RECLINE OPSCK'D NORMAL. PLACARD REMOVED.,TF,17,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30627,B757-300,SEAT 37B ARMRESTINOP,SECURED ARMRESTADD EMP:U090094,TA,6,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30628,B757-300,SEAT 8 A/B/C SEAT  CUSIONS NEED REPLACE,REMOVED AND REPLACED SEAT 8 A/B/C CUSHIOND AS REQ'D,TA,36,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30629,B757-300,TO REPORT DELAY-SEAT 35F MISSING CUSHION,DELAY REPORTED,TL,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30630,B757-300,SLIDE WILL NOT ARM AT DOOR 4L.,"INSTALLED NEW SLIDE AT DOOR 4L. OSP CHK GOOD. DOOR ARM OK.PER MM 25-66-01-404-044.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1518306  SN OFF 01026SLIDE, 757-300,  OFF 19-2566-9-0001 1026 ON 19-2566-9-0001 0808",TA,18,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30631,B757-300,SEAT 39C WILL NOT UNLOCK TO RECLINE,REPLACED 39 C HYDROLOCK OPS CK NORMAL MEL PLACARD REMOVED,TA,22,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30632,B757-300,F/O SEAT BELT BUCKLE BINDING AND DIFFICULT TO RELEASE.,REPLACED R/H F/O SEAT BELT.,TA,37,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30633,B757-300,SEAT 10D SEAT BACK RECLINE INOP,REPLACED ACTUATOR - SEAT BACK RECLINES.,TF,6,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30634,B757-300,PEB NOT USEABLE.,RPL'D PEB DR 3L,TA,3,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
30635,B757-300,FIRST OFFICER SEAT TRACK MOVING AFT IS BINDING.,"REPLACED F/O SEAT & SEAT TRACKS REF MM 25-11-01. IDT ACP BY U181105 SS.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1568040  SN OFF 04237SEAT, CREW, 1ST  OFF 53-2511-9-0002 4237 ON 53-2511-9-0002 8271",TP,0,Cancellation,2500,EQUIPMENT FURNISHINGS GENERAL
30636,B757-300,CB COFFEE POT 107 POPPED,"RESET CB, BREW CHECK ONE POT, COFFEE MAKER OPS NML.",TA,89,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30722,B757-300,"SCHEDULED PARTS CHANGE FOR P/N 19-2565-9-9007S/N 4449BOTTLE, ESCAPE SLIDE, WING, 757-2/3  (SEE IMQ)POSITION R   RIGHT      NHA POSITION R   RIGHTIF SCHEDULED S/N  NOT FOUND, VERIFY S/NS IN ALL OTHER POSITIONSOR CONTACT MX CTRL PRIOR TO FLIGHT.  IF S/N FOUND, RMV/RPLC.","REPLACED RH OVERWING SLIDE BOTTLE,REF: AMM025-65-02,AMM-25-65-00.WRK WITH U090046ROTABLE PARTS CHANGE WAS INDICATED - TT # 1606769  SN OFF 04449BOTTLE, ESCAPE   OFF 19-2565-9-9007 4449 ON 19-2565-9-9007 5654",TM,48,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30723,B757-300,SEAT 5E EXCESSIVE BACK/FORTH PLAY,TIGHTENED LEFT HAND AND RIGHT HAND SEAT HINGE POINTS. SEAT OPSSATISFACTORY.,TE,242,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30724,B757-300,"FLIGHT COMPARTMENT SEATS F/O - SEAT THIGH PAD ADJUSTMENT (INOP,BINDING)FO SEAT BACK COVER NEEDS REPLACED. WORN THREADBARE AND TORN","R&R SEAT BACK BACK COVER AND ADJUSTED SEAT THIGH PADS,OPS GDADD EMP:U280631",TF,85,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30725,B757-300,2L LAV SINK DRAIN NOT OPENING,REPAIRED SINK STOPPER HANDLE OPS CK GOOD,TF,32,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30726,B757-300,CLEAN AREA BEHIND THE COFFEE POTS IN THE FWD GALLEY AND RESEAL THE REAR OF THE COUNTER BEHIND THE POTS WITH RTV AS NEEDED.,"CLEANED AREA, RESEALED COUNTER BEHIND COFFEE POTS AND REINSTALLED 2 EACH COFFEE MAKERS.  OPS CHECKED GOOD, BLED AIR FROM SYSTEM.  RESET CIRCUIT BREAKERS. REF AMM 25-34-00.",TA,30,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30727,B757-300,DR 2L OUTBRD JUMP SEAT SAFTY EQUIPMENT STOWAGE DOOR HAS 1EA BROKEN LATCH.,REPLACED DR 2L OB LATCH ON OB STOWAGE BOX ASSY.REF CMM 25-28-08. (WPB U221703). OPS CK GOOD,TF,40,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30728,B757-300,"SEAT 33B PLACARDED INOP DUE TO DAMAGED ARMCAP PER ECRA 2500-03381, REFERENCE LOGPAGE 3218432.",REFER TO JOB 001 3218432 LOGPAGE 3218432 REPLACED ARMCAPADD EMP:U138143,TF,20,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30729,B757-300,"SEAT 33C PLACARDED INOP DUE TO DAMAGED ARMCAP PER ECRA 2500-03381, REFERENCE LOGPAGE 3218432.",REFER TO JOB 001 3218432 LOGPAGE 3218432 REPLACED ARMCAPADD EMP:U138143,TF,22,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30730,B757-300,SEAT 33B LEFT AND RIGHT SIDE PANELS DAMAGED AND MUST BE REPLACED BEFORE FLIGHT PER TOMC- PARTS ORDERED IN TOCS,REPLACE LEFT AND RIGHT SIDE PANELS AT SEAT 33B REF IFM 25-26-37.ADD EMP:121302,TG,29,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30731,B757-300,2E SEAT BROKEN,REPLACED BACK REST. OPS CHECK NORMAL,TA,33,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30732,B757-300,SEAT 2E INOP AND NOT USEABLE.ALREADY DEFERRED.RESTRAINTS HOLDINGSEAT BACK BROKE.,RESECURED SEAT BACK INTO UPRIGHT POSITION PER MEL.,TF,19,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30733,B757-300,COFFEE MAKER 308 TOP INOP,"REPLACED COFFEE MAKER. CKS NORMALCOFFEEMAKER, A/  OFF 29-2599-9-0001 8961 ON 29-2599-9-0001 0259",TL,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30734,B757-300,MEDICAL KIT USED,"MED KIT FOUND STILL SEALED AND NOT USE, INSTEAD R&R BP KIT DUE USED AND SEAL BROKEN.",TA,26,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30735,B757-300,23B RECLINE BUTTON  MISSING,"REPLACED RECLINE BUTTON, OP CK GOOD.",TF,18,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30736,B757-300,REMOVED PSEU L/H ON L/H UPPER PANEL I/B OF L1 DOOR,"OBSERVED OXYGEN MASK DROP ,OPS CHECKED GOOD AND WITNESSED MASK REINSALLATION",TA,170,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30737,B757-300,WHEN DOOR 1L IS ARMED GALLEY OVERHEAD WORK LIGHTS ARE INOP.  ALSO LIGHTING CONTROL,RELAMPED OPS CHK GOOD PLACARD REMOVED,TF,44,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30738,B757-300,SENSWARE TEMP PUCK INSTALLED S/N 140436 SEAT 20C,REMOVED TEMP PUCK.,TA,10,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30739,B757-300,"DOOR 3R SLIDE RAFT NEEDS REPLACEMENT, SAFETY PIN INSTALLED.","REMOVED AND REPLACED SLIDE RAFT ON DOOR 3R REF AMM25-66-03,IPC25-66-03-05. REMOVED AND STOWED SAFETY PIN.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1415049  SN OFF 00136SLIDE, B757-300  OFF 53-2566-9-0003 0136 ON 53-2566-9-0003 0090",TP,47,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
