,fleet,problem_log,corrective_action,delay_code,station_delay_minutes,d&c_category,ata4_code,ata4_desc
25930,B757-200,2l f a storage door has abottom latch that is stuck closed door wont open,reassembled lower rod to handle and adjusted ,TF,69,Delay>15mins,2500,equipment furnishings general
25931,B757-200,door 1r d ring is not visiable ,reset r1 d ring acft okay to continue,TA,18,Delay>15mins,2500,equipment furnishings general
25932,B757-200,call light mid cabin inop,relamp checks normal ,TL,5,Delay 0-5mins,2500,equipment furnishings general
25933,B757-200,seat cushion replace 4b,replaced seat cushion at 4b,TL,18,Delay>15mins,2500,equipment furnishings general
25934,B757-200,flight attendant jump seat at door 1l does not retract must befolded up manually ,replaced hinge spring ops check good ref ifm 25 29 99,TF,42,Delay>15mins,2500,equipment furnishings general
25935,B757-200,coffeemaker 107 fwd galley inop ,found secure lock handle damaged removed and replaced coffeemaker ops check good rotable parts change was indicated tt 1878869 sn off 01807ipc reference coffeemaker a off 99 2590 9 0004 1807 on 99 2590 9 0004 1873,TA,19,Delay>15mins,2500,equipment furnishings general
25936,B757-200,cell phone lost under 2b,retrieved phone at 2b succesfully,TL,16,Delay>15mins,2500,equipment furnishings general
25937,B757-200,fwd cargo ceiling panel in front of cargo door has crack hole ,performed permanent repair per amm 25 50 09 okay to continue ,TA,82,Delay>15mins,2500,equipment furnishings general
25938,B757-200,life preserver loose at seat 24e,reattached 24e life vest stow box resealed okay to continue ,TL,16,Delay>15mins,2500,equipment furnishings general
25939,B757-200,overhead bin panel came off above seats 31 abc duringpassenger loading ,resecured overhead bin at 31 abc checks good ,TA,9,Delay 6-15mins,2500,equipment furnishings general
25940,B757-200,a lot of water appears to be leaking from the aft galley coffeewater lines,cleaned coffee grinds and uncloggged 2 ea coffee maker drains ,TA,94,Delay>15mins,2500,equipment furnishings general
26015,B757-200,aft lavatory on left side of aircraft will not flush,flt crew informed mx on the ground the lavatory was serviced andflushing correctly ,TA,25,Delay>15mins,2500,equipment furnishings general
26016,B757-200,seat 2f inop,reset seat cycle thru operations twice no defects noted ,TL,20,Delay>15mins,2500,equipment furnishings general
26017,B757-200,coffee warmer does not turn on at location 414,cycle breaker coffee warmer 414 ops normal,TF,21,Delay>15mins,2500,equipment furnishings general
26018,B757-200,see log 3137600 for tray table 2a been inop tomc reqd seat 2a to be inop ,ref log 3137600 cleared tray table at 2a has been replaced log closed,TF,49,Delay>15mins,2500,equipment furnishings general
26019,B757-200,aed compartmen aircraft left latch operative however the lock is inop,found aed lock ops check normal no faults found ,TF,10,Delay 6-15mins,2500,equipment furnishings general
26020,B757-200,4a seat inop,calibrated seat seat ops check good add emp u086206,TF,16,Delay>15mins,2500,equipment furnishings general
26021,B757-200,seat 24e is soiled,replaced with a new cushion,TF,11,Delay 6-15mins,2500,equipment furnishings general
26022,B757-200,bin above 38abc latch is hard to secure,bin checked on grnd satis ,TA,19,Delay>15mins,2500,equipment furnishings general
26023,B757-200,reference log page 3185150 per ual policy seat inop do notoccupy ,ref log 3185150 log closed ops k,TF,31,Delay>15mins,2500,equipment furnishings general
26024,B757-200,exposed wires under seat 8a ,resecured wire,TA,11,Delay 6-15mins,2500,equipment furnishings general
26025,B757-200,passenger at seat 28a reportedly dropped their cellphone down aspace in the sidewall vent at floor level pax info john and joann lord pnr lxyw38 flight 131 24jul16 seat 28aa,found missing phone under the aft cargo floor panel ,TA,66,Delay>15mins,2500,equipment furnishings general
26026,B757-200,4a seat cushion,replaced seat cushion cover at seat 4a as required ,TA,20,Delay>15mins,2500,equipment furnishings general
26027,B757-200,crew reported 22 c traytable broken ,r r traytable latch at seat 22c okay to continue,TL,40,Delay>15mins,2500,equipment furnishings general
26028,B757-200,whq planning wants maint to verify the new aircraftregistration is installed if new registartion installed please sign off lp3181965 ,verify aircraft registration on board with an expiration date of june 30 2019add emp u275120,TL,13,Delay 6-15mins,2500,equipment furnishings general
26029,B757-200,seat 2f will not fully recline repeat squawk,found seat out of alignment and has brokenrecline manual release cablerealigned seat 2f and removed and replacedrecline manual release cable recalibratedseat and all ops normal,TF,30,Delay>15mins,2500,equipment furnishings general
26030,B757-200,seat 30d will not stay i n upright position,re installed hardware for recline act ops check good,TA,14,Delay 6-15mins,2500,equipment furnishings general
26031,B757-200,overhead panel left side over rows 34 35 36 hanging and needs to be reattached,secured panel satisfactory for flight,TA,18,Delay>15mins,2500,equipment furnishings general
26032,B757-200,r34 girt bar ent dim cb out reset then popped again,repositioned screw terminals on armed light for l2 door reset cb ops check ok ,TA,91,Delay>15mins,2500,equipment furnishings general
26033,B757-200,sidewall lining and insulation passenger window shade locate by seat no is describe condition hard to open close torn missing etc31f,resecured window shade assembly into sidewall panel window shade ops checks good ,TF,105,Delay>15mins,2500,equipment furnishings general
26034,B757-200,main compartment flight attnd seat cushion headrest is dirty torn etc identify seat location aft rt jumpseat,cleaned area found seat covers changed replaced soiledseat belt,TF,12,Delay 6-15mins,2500,equipment furnishings general
26035,B757-200,24d tray table broken,replaced tray table latch ,TA,24,Delay>15mins,2500,equipment furnishings general
26036,B757-200,tray table seat37a falls,w p b u247909 replaced screw ops checked goodadd emp u247909,TL,38,Delay>15mins,2500,equipment furnishings general
26037,B757-200,capts rudder adjustment knob does not seat ,removed and replaced pedel adjustment knob ops goodw p b u114783 add emp n,TA,62,Delay>15mins,2500,equipment furnishings general
26038,B757-200,headrest 23e missing,replaced headrest at seat 23e,TA,9,Delay 6-15mins,2500,equipment furnishings general
26039,B757-200,lav s crack at 45 corner lower trash compartment marked entered by u267573 ,secured lavatory s lower trash comp at 45 corner ref srm 51 40 02 work performed by fg m3057,TA,10,Delay 6-15mins,2500,equipment furnishings general
26040,B757-200,seat 3b electric reclining inop,adjusted 3b seat ops check good work performed by fg m3057,TF,7,Delay 6-15mins,2500,equipment furnishings general
26041,B757-200,seat 10c seat needs replaced,replaced seat cushion,TA,17,Delay>15mins,2500,equipment furnishings general
26042,B757-200,seat 3b seatback and bottom is loose rocks ,resecured seat 3b ops check normal ,TL,22,Delay>15mins,2500,equipment furnishings general
26043,B757-200,side wall trim hanging down at 36femployee u137594 invalid,resecured trim at 36f ops check normal,TL,28,Delay>15mins,2500,equipment furnishings general
26044,B757-200,seat 2e foot rest will not stow completelyreported by u105177 employee number is invalid,recal seat ops check normal secured actuator connector removed placard ,TF,15,Delay 6-15mins,2500,equipment furnishings general
26045,B757-200,seat 39e life vest seal is broken ,replaced seal at 39e okay to continue ,TL,10,Delay 6-15mins,2500,equipment furnishings general
26046,B757-200,aft galley position416 coffee mkr doesnt brew,replaced coffee maker ref 25 34 00 ops check goodrotable parts change was indicated tt 1888934 sn off 2362coffeemaker a off 99 2590 9 0004 2362 on 99 2590 9 0004 1950,TA,15,Delay 6-15mins,2520,passenger compartment
26047,B757-200,bassinett cannot be atta ched safely to wall mid galley wall,resecured the insert okay to continue,TF,7,Delay 6-15mins,2520,passenger compartment
26048,B757-200,seat 30c tray table hook missing ,replaced 30c tray table latch ops check is good ,TA,17,Delay>15mins,2520,passenger compartment
26109,B757-200,escape rope cover fell off and can not be reinstalled ,replaced with new panel now normal ,TL,59,Delay>15mins,2500,equipment furnishings general
26110,B757-200,bag tiedown missing,removed broken scew rplaced missing strap and tei down ,TA,9,Delay 6-15mins,2500,equipment furnishings general
26111,B757-200,capts foot heater panel loose screw missing from bottom,replaced missing screw needed to remove altimeter and rdmi foraccess re installed and tested ref mm34 22 05 and 34 13 01 all functions normal no faults ,TA,13,Delay 6-15mins,2500,equipment furnishings general
26112,B757-200,galley cart stations 312 and 313 both have short latches ,r r galley latches at station 312 and 313 as required ops check good ,TF,23,Delay>15mins,2500,equipment furnishings general
26113,B757-200,4f stuck in upright pos,found loose connector secured connector reset cb ops ok ,TF,28,Delay>15mins,2500,equipment furnishings general
26114,B757-200,crew needs windscreens cleaned,cleaned windshields okay to continue add emp u248245,TG,4,Delay 0-5mins,2500,equipment furnishings general
26115,B757-200,3f seat froze in bed posn,calibrated seat at 3f ops check normal,TF,17,Delay>15mins,2500,equipment furnishings general
26116,B757-200,fwd lavatory trash flapper stuck,installed new forward waste disposal flapper door ref ipc mfg p nd75d30143 111s cmm 25 40 36 ops check good ,TF,4,Delay 0-5mins,2500,equipment furnishings general
26117,B757-200,seat 3b electric recline inop,reset seat 3a b electronics control unit ops check normal,TF,14,Delay 6-15mins,2500,equipment furnishings general
26118,B757-200,mid lavatory floor wet,could not find any leak after pulling toilet shroud from toilet also ran water in sink no leak noted at this time,TA,61,Delay>15mins,2500,equipment furnishings general
26119,B757-200,crew reports aft aisle carpet wet,inspected aft galley and aft lavs no leaks noted cleaned carpet no leaks at this time ,TL,40,Delay>15mins,2500,equipment furnishings general
26120,B757-200,overhead bin door aft of row 4ab will not latch,adjusted bin door aft of row 4ab okay to continue,TA,22,Delay>15mins,2500,equipment furnishings general
26121,B757-200,seat 3b inop,recalibrated seat ops checked good,TL,36,Delay>15mins,2500,equipment furnishings general
26122,B757-200,fwd megaphone inop,replaced forward megaphone ops checked normal,TA,41,Delay>15mins,2500,equipment furnishings general
26123,B757-200,emp u302522 used for sceptre entry only orig emp u217581 fwd trlav trash door does not stay closed,replaced forward lavatory trash door ops normal,TF,28,Delay>15mins,2500,equipment furnishings general
26124,B757-200,f os seat belt is jambed in the seat ,found seat belt jambed in seat unjambed belt checks good ,TL,5,Delay 0-5mins,2510,flight compartment equipment
26191,B757-200,tray table 37d latch broken,pcw,TF,6,Delay 6-15mins,2500,equipment furnishings general
26192,B757-200,seat 7c electric wires dangling,re installed cover okay to continue ,TL,17,Delay>15mins,2500,equipment furnishings general
26193,B757-200,tray table latch bkn 20c,replaced tray table hardware and secured for flight20c ,TA,21,Delay>15mins,2500,equipment furnishings general
26194,B757-200,door 2r ovhd air conditioning vent stuck open ,replaced outlet vent,TF,32,Delay>15mins,2500,equipment furnishings general
26195,B757-200,door 1l slide light not in view pushed into the socket,removed and replaced light assembly sw per iaw ipc 33 51 53 01 item22oz m e 19 3351 3 0102 ops check good l1 door indication works normally,TF,112,Delay>15mins,2500,equipment furnishings general
26196,B757-200,before each flight comply with requirements as contained in log page number 3287419,complied with mel 2566d dpp door 1l door slide light okay tocont,TF,30,Delay>15mins,2500,equipment furnishings general
26197,B757-200,fa jumpseat 1l will not retract ,replaced retract springs for 1l jump seat ops ok,TF,133,Delay>15mins,2500,equipment furnishings general
26198,B757-200,aft right flight attendant jump seat inop both life vest straps are missing ,rpl flightlife vests and jumpseat operational ,TF,15,Delay 6-15mins,2500,equipment furnishings general
26199,B757-200,38c lifevest box open,resecured 38c lifevest box okay for service ,TA,15,Delay 6-15mins,2500,equipment furnishings general
26200,B757-200,8e 9c d 12b 11f 12f 25b 20d 20f 22d 26f 26b 27a 34e 30a 34b lifevest seals,check life vest and installed missing seals,TA,62,Delay>15mins,2500,equipment furnishings general
26201,B757-200,seat 3b footrest inop,removed debris from seat track secured actuator elec connectsseat operates normally electrically returned to service ,TF,10,Delay 6-15mins,2500,equipment furnishings general
26202,B757-200,jump seat lft aft not retracting,replaced springs and lubee seats check good a c okay to cont,TA,9,Delay 6-15mins,2500,equipment furnishings general
26203,B757-200,seat 3b recline button works but none of the other button s work on pax contrl,r r pcu ops check ok,TF,12,Delay 6-15mins,2500,equipment furnishings general
26204,B757-200,f a jumpseat 2l faceplate is bent,removed and replaced flight attendant seatbelt in ref to m m25 25 12 ops checks ok ,TF,25,Delay>15mins,2500,equipment furnishings general
26205,B757-200,trim at row 40 fell off,replaced trim at row 40 as required okay to continue,TL,67,Delay>15mins,2500,equipment furnishings general
26206,B757-200,24c life vest jacket holder broke off ,re attached loose life vest container at 24c ,TL,10,Delay 6-15mins,2500,equipment furnishings general
26207,B757-200,seat 4f stuck in partial recline position and electronic controls do not work employee invalid u217584 ,re calibrated seat 4f ops checks good work performed by ba 06198 placard is removed ,TF,66,Delay>15mins,2500,equipment furnishings general
26208,B757-200,seat 2b foot rest will not retract,secured connector on legrest calibrated ops chk d normal,TA,17,Delay>15mins,2500,equipment furnishings general
26209,B757-200,seat 2f inoperable ref logpage 8457272 ,found seat manual release cable active when seat full down adjusted cable seat 2f ops checks good placard removed ,TF,35,Delay>15mins,2500,equipment furnishings general
26210,B757-200,slide pack door covers on door 2l r are reversed so that d ring arrow points opposite of d ring reported by flightcrew u245713 does not work in sceptre ,removed and reinstalled door slide covers l 2 and r 2 tocorrect positions ref amm 25 66 01 and render safe checklist ref w c 99 2560 1 9900 ,TA,53,Delay>15mins,2500,equipment furnishings general
26211,B757-200,aft rt f a jumpseat will not retract,removed and replaced retract spring seat retraacts ok ,TA,27,Delay>15mins,2520,passenger compartment
26212,B757-200,seat 1f only reclines manually only reclines partially manualops also failed,debris removed chkd satis,TA,7,Delay 6-15mins,2520,passenger compartment
26277,B757-200,reference gmm 06 05 10 and log page 3179952 electronic temporary registration flywire installed this item created for new aircraft registration card to be installed by july 29th 2016 ,visually verfied air conditioning registration issued on jun 29th 2016 and exparation jun 30th 2019 ,TF,70,Delay>15mins,2500,equipment furnishings general
26278,B757-200,mid galley closet door will not open,adjusted upper latch,TF,23,Delay>15mins,2500,equipment furnishings general
26279,B757-200,main compartment flight attnd seat belt harness is faulty indentify location fa shoulder harness will not retract ,adjusted cushion velcro ops check good ,TA,19,Delay>15mins,2500,equipment furnishings general
26280,B757-200,seat 3b will not retract frm lie flat position ,cleared jammed seat recline at 3b ops check good ,TA,25,Delay>15mins,2500,equipment furnishings general
26281,B757-200,seat 36f window shade fell off,reinstalled shade ,TA,7,Delay 6-15mins,2500,equipment furnishings general
26282,B757-200,seat 31f window shade trim pieces broke,checked on ground no faults noted add emp u268449,TA,35,Delay>15mins,2500,equipment furnishings general
26283,B757-200,mdi galley closet door inop appears to be locked in closed position ,replaced upper arm assembly adjsted latch ops check good closetok for service wheelcar in closet and removed placard workedin conjunction with 3311366 ,TF,43,Delay>15mins,2500,equipment furnishings general
26284,B757-200,seatbelt stuck in seat 4a ,readjuusted seat belt cks normal ,TL,50,Delay>15mins,2500,equipment furnishings general
26285,B757-200,seat35d needs to have seat cushion replaced,replaced cushion no other defects noted a c okay to continue ,TA,9,Delay 6-15mins,2500,equipment furnishings general
26286,B757-200,aft rt lavatory ashtray keeps popping open,installed new ashtray ops check good,TA,14,Delay 6-15mins,2500,equipment furnishings general
26287,B757-200,seat 10c tray table will not stay in locked position,installed missing fastner on tray table latch ,TA,21,Delay>15mins,2500,equipment furnishings general
26288,B757-200,mechanical lock does not lock door with locking pin installed ,adjusted door lock pin bushing ops check good removed and replaced catch assembly no help mel remains suspect control stand box ,TA,150,Delay>15mins,2500,equipment furnishings general
26289,B757-200,aft fa jumpseat wont ret ract,replaced right aft fa seat springs seat ops checks good ,TF,39,Delay>15mins,2500,equipment furnishings general
26290,B757-200,apparent leak or drain blocked in forward galley water on floor in galley apon braking after landing large amount of water covered large area of cockpit entered for employee u245183 whichindicated invalid,completed immediate clean up generated dip to comply with ec ra 2011 01000 removed debris from galley drain line leak checked dood ,TA,62,Delay>15mins,2500,equipment furnishings general
26291,B757-200,cover for elec inft entertainment sys at seat 35c needsreplaced ,check cover cover secured pcw,TL,26,Delay>15mins,2500,equipment furnishings general
26292,B757-200,headphone jack at 38 b has something stuck in,removed debris at audio jack at seat 38b ops check normal,TA,6,Delay 6-15mins,2500,equipment furnishings general
26293,B757-200,coffee maker forward galley pos 106 leaks,cleaned drain opc good ,TA,37,Delay>15mins,2500,equipment furnishings general
26294,B757-200,mid galley closet handle broke,removed and replaced closet door handle assy ops check ok,TF,14,Delay 6-15mins,2520,passenger compartment
26295,B757-200,seat 2f does not lie flat ,adjusted 2f cushion ops checks good ,TF,33,Delay>15mins,2520,passenger compartment
26296,B757-200,mid galley closet o b door c105 will not open upper lock broken and will not disengage i b dooropens and locks properly ,adjusted mid galley door latch okay to continue ,TF,43,Delay>15mins,2530,galleys
26297,B757-200,cb r33 open after t o reset per maint c b reopeded,replaced slide light socket door 4r ops ck s good ref ipc33 51 53 04 ,TA,23,Delay>15mins,2560,emergency equipment
26365,B757-200,advised by outbound flight attendant that closet at door 2r main operating d handle fell out unable to operate closetdoor ,removed and replaced closet door handle ref to cmm 25 20 50 ops check good placard removed add emp u271751,TF,34,Delay>15mins,2500,equipment furnishings general
26366,B757-200,headset prong broken off in headset jack at seat 31b,replaced rju ops check passenger happy,TL,18,Delay>15mins,2500,equipment furnishings general
26367,B757-200,track on closet 105 of track,re secured track at 105 a c okay to cont ,TA,16,Delay>15mins,2500,equipment furnishings general
26368,B757-200,aft jumpseat material torn,replaced seat cover 19 2525 3 0051,TF,37,Delay>15mins,2500,equipment furnishings general
26369,B757-200,galley 2 closet door handle broken c105,secured closet handle ops good ,TA,48,Delay>15mins,2500,equipment furnishings general
26370,B757-200,aft fa jumpseat cushion needs replace,clearing item defering to pla,TF,16,Delay>15mins,2500,equipment furnishings general
26371,B757-200,2l jumpseat broke cannot open,removed and replaced latch ops check ok ,TA,31,Delay>15mins,2500,equipment furnishings general
26372,B757-200,12a 12c communication plugs inoperable may be plugged,plug op check normal,TL,6,Delay 6-15mins,2500,equipment furnishings general
26373,B757-200,exposed metal at seat 26d area of magazine holder ,re attached and secured spring at magazine pocket ops checked normal ,TL,37,Delay>15mins,2500,equipment furnishings general
26374,B757-200,entertainment master panel pwr switch lit up but screen to make selection blank ,performed test of system ops checks good,TA,18,Delay>15mins,2500,equipment furnishings general
26375,B757-200,aft galley cart 427 has a loose restraining lever,mx tightened latch at compartment 427 ops normadd emp v900893,TA,42,Delay>15mins,2500,equipment furnishings general
26376,B757-200,the bolt and wing nut on ca side front visor rail will not tighten ,adjusted nut found operating normally,TF,15,Delay 6-15mins,2500,equipment furnishings general
26377,B757-200,try table at 35e will not stay up,replaced latch ops checks good,TA,5,Delay 0-5mins,2500,equipment furnishings general
26378,B757-200,8a life vest pouch broken,replaced life vest box ops check ok,TL,4,Delay 0-5mins,2500,equipment furnishings general
26379,B757-200,side wall trim piece adjacent to 22f is missing ,resecured panel at 22f,TA,17,Delay>15mins,2500,equipment furnishings general
26380,B757-200,tray table broken 21c,readjusted seat 21c tray table ops good okay to cont ,TA,20,Delay>15mins,2500,equipment furnishings general
26381,B757-200,seal broken on slide raft survival kit,secured with new seal iaw amm ref 25 00 00 ,TA,53,Delay>15mins,2500,equipment furnishings general
26382,B757-200,life vest holder at 37d loose,installed new life vest box with seal and expiration sticker onseat 37d ok to continue ,TA,3,Delay 0-5mins,2500,equipment furnishings general
26383,B757-200,major water leak 1st class galley flowing into cockpit cannotfind source ,performed indepth clean up per ecra 2011 01000 sec 2bgalley spill between sta 288 to 365 and stringers l25to r25 wl 138 50,TF,128,Delay>15mins,2500,equipment furnishings general
26384,B757-200,36a will not stay upright,removed and replaced hydrolock ops check good,TF,8,Delay 6-15mins,2500,equipment furnishings general
26385,B757-200,31e lifevest box broken pilot report u226241,reattached 31e lifevest box and resealed,TA,10,Delay 6-15mins,2500,equipment furnishings general
26386,B757-200,pax kicked cover off wire bundle seat 12f emp u261126 invalid ,replaced cover at seat 12f ,TL,15,Delay 6-15mins,2500,equipment furnishings general
26387,B757-200,31d head rest missing,replaced h r pad and cover at 31d,TL,27,Delay>15mins,2500,equipment furnishings general
26388,B757-200,d ring at door 3l is hanging down needs to be repacked moved ,resecured d ring in placed per amm task 25 66 01 004 154 ,TA,21,Delay>15mins,2560,emergency equipment
26460,B757-200,flight compartment seats f o shoulder harness inertia reel atseat failed to extend retractright shoulder harness only,verified installation of f o seat assy ops check normal ,TA,29,Delay>15mins,2500,equipment furnishings general
26461,B757-200,seat 35d seatback shear pin missing,replaced seat shear pin 35d seat is now secure and operates normally ,TA,38,Delay>15mins,2500,equipment furnishings general
26462,B757-200,need 5 seatbelt extensions,replaced 5 seat belt ext okay to continue,TA,52,Delay>15mins,2500,equipment furnishings general
26463,B757-200,seat 1a legrest inop,replaced missing hardware on legrest actuator ops checkedgood returned to service add emp u91478 u113745,TF,13,Delay 6-15mins,2500,equipment furnishings general
26464,B757-200,seat cushion 31f wet replace,removed and replaced seat cushion and cover at seat 31f okay to continue ,TA,12,Delay 6-15mins,2500,equipment furnishings general
26465,B757-200,for tdr only many seat cushions velcro ref lp 8607369 for discrepancy for tdr only ,for time delay reporting only many seat cushions velcro ref lp 8607369 for corrective actions for tdr only ,TA,42,Delay>15mins,2500,equipment furnishings general
26466,B757-200,door 4r won t arm knuckle knoker won t pop out ,cleaned residue from placard on top of knuckle knocker skin operation is normal ,TL,14,Delay 6-15mins,2500,equipment furnishings general
26467,B757-200,crew called seatback 40a has vomit on it ,replaced seatback cover at seat 40a ,TA,19,Delay>15mins,2500,equipment furnishings general
26468,B757-200,f a call light in aft l lavatory inop,removed and rep lavatory module ass lav switch ops chkd good,TL,14,Delay 6-15mins,2500,equipment furnishings general
26469,B757-200,8c cushion soiled and aft cabin o2 mask damaged,removed and replaced 8c cushion and aft cabin o2 mask now okay to continue ,TL,18,Delay>15mins,2500,equipment furnishings general
26470,B757-200,enhanched medical kit used,rotable parts change was indicated tt 1872945 sn off 1231kit med emerg off 29 2560 9 9006 1231 on 29 2560 9 9006 0249,TA,6,Delay 6-15mins,2500,equipment furnishings general
26529,B757-200,lifevest seals missing at 40c 31a c 27d 11d 10c,inspected and resealed lifevest compartment ,TA,9,Delay 6-15mins,2500,equipment furnishings general
26530,B757-200,two cbs popped in mid galley,coffee maker cbs opened to facilitate mx reset 2ea breakers ,TA,33,Delay>15mins,2500,equipment furnishings general
26531,B757-200,lav k aft cabin a c lef t main lite that comes on when door is locked needs a litebulb repl,light in lavotory tested on ground ok satis ,TA,36,Delay>15mins,2500,equipment furnishings general
26532,B757-200,4b remote stuck inside seat ,retrieved remote no damged done to seat or remoteall checks good ,TL,11,Delay 6-15mins,2500,equipment furnishings general
26533,B757-200,curtain in 2l torn,removed and replaced curtain ops normal okay for service ,TF,12,Delay 6-15mins,2500,equipment furnishings general
26534,B757-200,seat 5e will not recline,found debris under seat cleaned and seat operating normally ,TA,40,Delay>15mins,2500,equipment furnishings general
26535,B757-200,coffee pot at 106 has no power,reset thermal breaker in the back of coffee maker 106 coffee maker now ops check normal on ground,TL,12,Delay 6-15mins,2500,equipment furnishings general
26536,B757-200,right exit row ovr head bin latch broken,removed and replaced overhead bin latch row 12 def iaw amm 25 28 01 ops check good ,TA,47,Delay>15mins,2500,equipment furnishings general
26537,B757-200,left rear door peep hole cover is loose,secured viewport window cover,TA,13,Delay 6-15mins,2500,equipment furnishings general
26538,B757-200,lwr floor pnl 22a wires exposed,secured wires,TL,25,Delay>15mins,2500,equipment furnishings general
26539,B757-200,passenger reports seat 28c is wobbly,removed and replaced hydraulic lock assembly m e 19 2525 3 0247placard removed ,TF,30,Delay>15mins,2500,equipment furnishings general
26540,B757-200,35c headrest broke,re installed headrest on 35c,TL,32,Delay>15mins,2500,equipment furnishings general
26541,B757-200,flt crew reports aft galley lh oven slide out on landing taxi,resecure oven 2 bolts ,TA,34,Delay>15mins,2500,equipment furnishings general
26542,B757-200,headset jack at 10a inopemp u219109 is invalid,reset entertainment system 10a jack ops check good ,TL,14,Delay 6-15mins,2500,equipment furnishings general
26543,B757-200,seat 2b seat belt buckle jammed under rail of seat back leaving seat unable to return to upright position ,replaced seat belt buckle also performed reset on seatcontroller operated 2b elect several times all functions at 2b normal ,TF,11,Delay 6-15mins,2500,equipment furnishings general
26544,B757-200,21b reported to be in need of cover,removed and replaced cushion cover 1003541 023gb01 per cushion finder ,TA,12,Delay 6-15mins,2520,passenger compartment
26545,B757-200,seat 40e headrest broke,replaced headrest at seat 40e ,TA,27,Delay>15mins,2520,passenger compartment
26546,B757-200,mid galley closet door handle damaged,replaced mid galley closet door handle okay to continue,TF,12,Delay 6-15mins,2520,passenger compartment
26547,B757-200,ramp personel advises that forward cargo saftey net is missingemp u166446 inactive u242730used for entry only ,instlled 1ea cargo net in forward cargo ,TA,80,Delay>15mins,2550,additional compartments
26639,B757-200,ovens do not work 411 412 413,replaced elcu m0027 mm tasks 25 31 03 004 001 25 31 03 404 005 wdm 25 31 33 aft galley power available and all ovens coffemakers and lights operation ok rotable parts change was indicated tt 1706292 sn off 5314control load off 99 2531 9 0002 5314 on 99 2531 9 0002 6039,TA,50,Delay>15mins,2500,equipment furnishings general
26640,B757-200,coffee maker does not turn on brew 308 415 416,reset cb ops check good add emp u172529,TA,67,Delay>15mins,2500,equipment furnishings general
26641,B757-200,seat 4f motorized recline works 45 degrees and then fall s to lie flat position,adjusted recline manual release cable ops check good ,TF,14,Delay 6-15mins,2500,equipment furnishings general
26642,B757-200,seat cushions need to be reinstlld at seats 32c 36c,r e seatcushions,TL,44,Delay>15mins,2500,equipment furnishings general
26643,B757-200,window shade reviel will not stay in place seat 31a,secured reviel back in position,TA,72,Delay>15mins,2500,equipment furnishings general
26644,B757-200,seat row 37abc is missing lower sidewall panel grill ref ipc25 21 01,found missing dado panel had slid forward reinstalled panel,TA,142,Delay>15mins,2500,equipment furnishings general
26645,B757-200,tray broken at 28e,previously complied with seat 28 e tray latch ops check normal,TF,48,Delay>15mins,2500,equipment furnishings general
26646,B757-200,window cover by seat 9f loose,secured window ,TA,12,Delay 6-15mins,2500,equipment furnishings general
26647,B757-200,armrest wont stay put at 3f,r r arm rest assembly at 3f ops check ok ,TF,60,Delay>15mins,2500,equipment furnishings general
26648,B757-200,strip at 31a 32a 33a lying across seat,no fault noted at seat 31a 32a or33a okay to continue,TF,6,Delay 6-15mins,2500,equipment furnishings general
26649,B757-200,life vest container seat 35b separated from seat bottom ,resecured clear plastic lifevest container under theseat with tie wraps a c o k for continued service ,TL,6,Delay 6-15mins,2500,equipment furnishings general
26650,B757-200,seat back will not stay upright at24c,removed and replaced recline button at 24c ops check good ,TF,6,Delay 6-15mins,2500,equipment furnishings general
26651,B757-200,seat 38d cushion loose will not stay in place ,removed and replaced seat cushion at 38d as required ,TL,19,Delay>15mins,2500,equipment furnishings general
26652,B757-200,overhead bin 9abc handle has sharp object stickin out,replaced bin handle latch now ok ,TF,66,Delay>15mins,2500,equipment furnishings general
26653,B757-200,mel 2528u inacurate door still attached,ref l p 3476332 mel updated to 2528a to reflect ovhd bin inopsecured closed verified bin 9abc secured closed ,TF,31,Delay>15mins,2500,equipment furnishings general
26654,B757-200,ref log page 3498343 closed in error reported by pilot u054110 sta ewr 19oct16 22 28window shade support captains l2 window fell off will leave mounforwardofthrottles,r r window shade support o p s check good ,TF,5,Delay 0-5mins,2500,equipment furnishings general
26655,B757-200,aft galley has water leak,replaced coffeemaker ops normalrotable parts change was indicated tt 1869467 sn off 1868coffeemaker a off 99 2590 9 0004 1868 on 99 2590 9 0004 1979,TL,26,Delay>15mins,2500,equipment furnishings general
26656,B757-200,2l jumpseat will not retract,replaced jumpseat springs 2l checks good,TA,4,Delay 0-5mins,2500,equipment furnishings general
26657,B757-200,25b clear life vest box hanging down,resecured life vest box at 25b okay to continue,TA,8,Delay 6-15mins,2500,equipment furnishings general
26658,B757-200,12e 12d seat cushions need replace,replaced cushions 12e 12d all ok,TA,22,Delay>15mins,2500,equipment furnishings general
26659,B757-200,three inoperable stickers on the glare shield,removed the stickers from the glare shield ,TA,21,Delay>15mins,2500,equipment furnishings general
26660,B757-200,seat 1a soiled gum,installed new cushion 1a ,TA,25,Delay>15mins,2500,equipment furnishings general
26661,B757-200,seat 21d recline inop,readjusted cable unlocked seat 21d ops check good placard removed,TF,32,Delay>15mins,2500,equipment furnishings general
26662,B757-200,lock bin opened stetescope used,replaced stetoscope sealed bin,TA,21,Delay>15mins,2500,equipment furnishings general
26664,B757-200,window shade seat 4a inop,window shade refitted by brayoiof bx1722 b flynn,TL,23,Delay>15mins,2500,equipment furnishings general
